target_word,request_id,old_score,new_score_step4_dynamic,normalized_distance,dtw_distance,query_frames,left_hand_presence,right_hand_presence,query_json
花,web_20260522_222243_a23d679c,57.392243184382174,56.8984293768656,0.06766829381463751,0.010662273680127989,12,0.0,0.75,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_222243_a23d679c/holistic/user_花_web_20260522_222243_a23d679c_holistic_results.json
花,web_20260522_225356_550e19fe,29.99669147386167,76.46482412976522,0.03220072394403109,0.01091444765101976,15,0.0,0.6666666666666666,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_225356_550e19fe/holistic/user_花_web_20260522_225356_550e19fe_holistic_results.json
花,web_20260522_225823_46498d30,23.613415847637633,54.738474356897214,0.0723124024178333,0.007950177815376071,15,0.0,0.4666666666666667,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_225823_46498d30/holistic/user_花_web_20260522_225823_46498d30_holistic_results.json
花,web_20260522_225845_b21e0f2e,20.14634694742057,69.78799158946268,0.04316498775431596,0.011456648266131539,15,0.0,0.7333333333333333,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_225845_b21e0f2e/holistic/user_花_web_20260522_225845_b21e0f2e_holistic_results.json
花,web_20260522_225852_a9aa43d6,13.545388114338172,70.76035406665575,0.041504557552868686,0.011943671741635978,15,0.0,0.8,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_225852_a9aa43d6/holistic/user_花_web_20260522_225852_a9aa43d6_holistic_results.json
花,web_20260522_231259_51a8c719,8.367694979597621,10.075546684922237,0.2754070581716046,0.00872425073150513,6,0.0,0.5,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_231259_51a8c719/holistic/user_花_web_20260522_231259_51a8c719_holistic_results.json
花,web_20260522_231304_9e8827a4,30.359517792715216,61.81504389721728,0.057722810686902916,0.01143919737768812,15,0.0,0.7333333333333333,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_231304_9e8827a4/holistic/user_花_web_20260522_231304_9e8827a4_holistic_results.json
花,web_20260522_232244_45d260ed,19.83783824974596,60.55045375951473,0.060203186646379206,0.012612770742898478,30,0.0,0.6333333333333333,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_232244_45d260ed/holistic/user_花_web_20260522_232244_45d260ed_holistic_results.json
花,web_20260522_232256_781c0807,16.631682986313653,68.70303848346836,0.04504521113383501,0.014060732815284003,30,0.0,0.7,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_232256_781c0807/holistic/user_花_web_20260522_232256_781c0807_holistic_results.json
花,web_20260522_232319_7e3cc881,22.22132070890977,46.38803357555904,0.09217543885146251,0.011036140519290054,72,0.0,0.75,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_232319_7e3cc881/holistic/user_花_web_20260522_232319_7e3cc881_holistic_results.json
花,web_20260522_232339_70e4794b,15.963775766074415,63.83061970416617,0.05387246137212158,0.014007461475219581,30,0.0,0.7666666666666667,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_232339_70e4794b/holistic/user_花_web_20260522_232339_70e4794b_holistic_results.json
花,web_20260522_232406_cac18708,15.171965001183638,66.67792591944847,0.048635548029185266,0.014745851098399317,30,0.0,0.8333333333333334,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_232406_cac18708/holistic/user_花_web_20260522_232406_cac18708_holistic_results.json
花,web_20260522_232420_60da4112,27.86794013647761,67.8729752000703,0.0465038687382563,0.011148504927357665,15,0.0,0.6666666666666666,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_232420_60da4112/holistic/user_花_web_20260522_232420_60da4112_holistic_results.json
花,web_20260522_232642_fe440fb9,30.09345557585741,78.94933166825196,0.028363669269068508,0.010797323271542172,15,0.0,0.6666666666666666,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_232642_fe440fb9/holistic/user_花_web_20260522_232642_fe440fb9_holistic_results.json
花,web_20260523_000032_5389521b,30.194433002398018,64.14536899409427,0.05328219453643412,0.010368795277010429,15,0.0,0.6,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_000032_5389521b/holistic/user_花_web_20260523_000032_5389521b_holistic_results.json
花,web_20260523_000852_b2c2f1de,27.922603588328037,74.65063822477696,0.035082133497335063,0.01021076654371198,15,0.0,0.6,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_000852_b2c2f1de/holistic/user_花_web_20260523_000852_b2c2f1de_holistic_results.json
花,web_20260523_000903_3123d2db,25.82151222416384,72.54086436749455,0.03852241637619078,0.011446681257125302,15,0.0,0.7333333333333333,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_000903_3123d2db/holistic/user_花_web_20260523_000903_3123d2db_holistic_results.json
花,web_20260523_000913_d5072c6f,30.1897206061909,75.79952603896378,0.03324937753721197,0.011147608878348246,15,0.0,0.6666666666666666,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_000913_d5072c6f/holistic/user_花_web_20260523_000913_d5072c6f_holistic_results.json
