request_id,generated_at,target_word,frame_count,timeline_frame_count,capture_fps,old_score,old_band,standard_json,query_json,error,new_score,new_band,score_delta,dtw_distance,normalized_distance,alignment_mode,score_scale_reason,query_left_hand_presence,query_right_hand_presence,query_pose_presence,query_face_presence,query_hand_presence_max
web_20260522_222243_a23d679c,2026-05-22T22:22:43,花,12,,3.6811926605504586,57.392243184382174,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_222243_a23d679c/holistic/user_花_web_20260522_222243_a23d679c_holistic_results.json,,42.28668374878743,low,-15.105559435594742,0.030731218817421194,0.1032837545388669,full_sequence_with_action_window_diagnostics,default,0.0,0.75,1.0,1.0,0.75
web_20260522_225356_550e19fe,2026-05-22T22:53:57,花,15,,5.0,29.99669147386167,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_225356_550e19fe/holistic/user_花_web_20260522_225356_550e19fe_holistic_results.json,,55.001471821456725,low,25.004780347595055,0.03263634645078805,0.07173722888682613,full_sequence_with_action_window_diagnostics,default,0.0,0.6666666666666666,1.0,1.0,0.6666666666666666
web_20260522_225823_46498d30,2026-05-22T22:58:24,花,15,,5.0,23.613415847637633,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_225823_46498d30/holistic/user_花_web_20260522_225823_46498d30_holistic_results.json,,35.144433875241745,low,11.531018027604112,0.026623644135209602,0.12548447204986077,full_sequence_with_action_window_diagnostics,default,0.0,0.4666666666666667,1.0,1.0,0.4666666666666667
web_20260522_225845_b21e0f2e,2026-05-22T22:58:46,花,15,,5.0,20.14634694742057,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_225845_b21e0f2e/holistic/user_花_web_20260522_225845_b21e0f2e_holistic_results.json,,48.807942482728514,low,28.661595535307942,0.0311526226099663,0.08607325566943919,full_sequence_with_action_window_diagnostics,default,0.0,0.7333333333333333,1.0,1.0,0.7333333333333333
web_20260522_225852_a9aa43d6,2026-05-22T22:58:53,花,15,,5.0,13.545388114338172,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_225852_a9aa43d6/holistic/user_花_web_20260522_225852_a9aa43d6_holistic_results.json,,48.91853356331325,low,35.37314544897507,0.03233936765775202,0.08580166222062055,full_sequence_with_action_window_diagnostics,default,0.0,0.8,1.0,1.0,0.8
web_20260522_231259_51a8c719,2026-05-22T23:13:00,花,6,,2.4541284403669725,8.367694979597621,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_231259_51a8c719/holistic/user_花_web_20260522_231259_51a8c719_holistic_results.json,,7.263208182117475,low,-1.1044867974801456,0.031707289008243295,0.31468182676757106,full_sequence_with_action_window_diagnostics,default,0.0,0.5,1.0,1.0,0.5
web_20260522_231304_9e8827a4,2026-05-22T23:13:05,花,15,,5.0,30.359517792715216,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_231304_9e8827a4/holistic/user_花_web_20260522_231304_9e8827a4_holistic_results.json,,40.509039411596056,low,10.14952161888084,0.03238036407978806,0.10843740497183077,full_sequence_with_action_window_diagnostics,default,0.0,0.7333333333333333,1.0,1.0,0.7333333333333333
web_20260522_232244_45d260ed,2026-05-22T23:22:46,花,30,,10.0,19.83783824974596,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_232244_45d260ed/holistic/user_花_web_20260522_232244_45d260ed_holistic_results.json,,40.61090268051073,low,20.773064430764773,0.026166460210433375,0.10813603398020316,full_sequence_with_action_window_diagnostics,default,0.0,0.6333333333333333,1.0,1.0,0.6333333333333333
web_20260522_232256_781c0807,2026-05-22T23:22:58,花,30,,10.0,16.631682986313653,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_232256_781c0807/holistic/user_花_web_20260522_232256_781c0807_holistic_results.json,,49.55471164353979,low,32.92302865722614,0.027534168827581945,0.08425114092767041,full_sequence_with_action_window_diagnostics,default,0.0,0.7,1.0,1.0,0.7
web_20260522_232319_7e3cc881,2026-05-22T23:23:24,花,72,,24.0,22.22132070890977,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_232319_7e3cc881/holistic/user_花_web_20260522_232319_7e3cc881_holistic_results.json,,36.82995511991646,low,14.608634411006694,0.021184399315282803,0.11986304089271334,full_sequence_with_action_window_diagnostics,default,0.0,0.75,1.0,1.0,0.75
