request_id,old_score,new_score_step4_dynamic,normalized_distance,dtw_distance,query_frames,query_right_hand_presence,query_left_hand_presence,query_json
web_20260523_001048_5bcb9948,10.128829432033834,21.340912847863024,0.18534529975840863,0.07982325588748812,15,0.6,0.4,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001048_5bcb9948/holistic/user_跳_web_20260523_001048_5bcb9948_holistic_results.json
web_20260523_001100_dea381ee,13.29847433981089,13.590400385283932,0.2394967795801877,0.14852222031529055,15,0.5333333333333333,0.4666666666666667,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001100_dea381ee/holistic/user_跳_web_20260523_001100_dea381ee_holistic_results.json
web_20260523_001113_b486eb41,12.95461125489907,17.947065738340402,0.20612922636388648,0.11827624862589008,15,0.6,0.2,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001113_b486eb41/holistic/user_跳_web_20260523_001113_b486eb41_holistic_results.json
web_20260523_001152_83546751,8.238104794656795,15.202721410945067,0.2260434880761467,0.12953927186857592,15,0.6,0.6666666666666666,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001152_83546751/holistic/user_跳_web_20260523_001152_83546751_holistic_results.json
web_20260523_005941_0ec0ccab,6.004243898470394,5.759086227921725,0.34252696378210984,0.2539172920483157,15,0.5333333333333333,0.8,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_005941_0ec0ccab/holistic/user_跳_web_20260523_005941_0ec0ccab_holistic_results.json
web_20260523_005953_cdf0697d,22.68942393689148,21.904230245877084,0.18221884870881608,0.1129337792064448,15,0.4,0.4,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_005953_cdf0697d/holistic/user_跳_web_20260523_005953_cdf0697d_holistic_results.json
web_20260523_010004_7eaf7ee3,6.129902312308015,5.940076123808429,0.33881378846876287,0.2515374084947735,15,0.5333333333333333,0.8,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010004_7eaf7ee3/holistic/user_跳_web_20260523_010004_7eaf7ee3_holistic_results.json
web_20260523_010014_049faf7d,13.657820182422173,12.52466191104217,0.24929646390142193,0.1146113340465496,15,0.2,0.4666666666666667,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010014_049faf7d/holistic/user_跳_web_20260523_010014_049faf7d_holistic_results.json
web_20260523_010234_e2d59e5e,6.617128910295234,6.157788611448674,0.33449429574522394,0.12157169588677408,45,0.4222222222222222,0.6666666666666666,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010234_e2d59e5e/holistic/user_跳_web_20260523_010234_e2d59e5e_holistic_results.json
web_20260523_011122_fb34e3e5,11.705423102583957,10.920088125992946,0.26574793746696257,0.11202617072857268,30,0.5666666666666667,0.5333333333333333,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_011122_fb34e3e5/holistic/user_跳_web_20260523_011122_fb34e3e5_holistic_results.json
web_20260523_011135_5967dd5a,10.314502285252138,10.288872621179044,0.27289286433220034,0.07576765651185007,30,0.7,0.4666666666666667,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_011135_5967dd5a/holistic/user_跳_web_20260523_011135_5967dd5a_holistic_results.json
