word,variant,kind,gated,passed,score,min_score,dtw_distance,normalized_distance,result_finite,vector_nonfinite,mask_nonfinite,zero_mask_values,pattern,active_frame_count,changed_values,skipped_values,total_records,fixture_json,capture_quality_status,capture_quality_reason,semantic_floor_source,semantic_floor_reason,exception,rationale
花,self_reloaded,positive,True,True,100.0,95.0,0.0,0.0,True,0,0,5478,none,0,0,0,53,work/generated/scoring_mvp_run3/flower_jump_bounded_coordinate_robustness_gate_20260604_v1/fixtures/花/self_reloaded.json,score_valid,score_valid,short_visible_core,query_not_short_core_capture,,原始标准 JSON 经正常 load_sequence 重载，应保持近满分且所有距离有限。
花,face_core_sparse_out_of_frame,positive,True,True,100.0,70.0,0.0,0.0,True,0,0,5562,sparse_every_7f,7,28,0,53,work/generated/scoring_mvp_run3/flower_jump_bounded_coordinate_robustness_gate_20260604_v1/fixtures/花/face_core_sparse_out_of_frame.json,score_valid,score_valid,short_visible_core,query_not_short_core_capture,,face core 稀疏有限越界点应被视为缺失，不能污染手部语义评分。
花,flower_right_index_tip_single_out_of_frame,positive,True,True,99.94694281766942,70.0,0.00012606970988615396,0.00015889864224556265,True,0,0,5487,single_mid,1,1,0,53,work/generated/scoring_mvp_run3/flower_jump_bounded_coordinate_robustness_gate_20260604_v1/fixtures/花/flower_right_index_tip_single_out_of_frame.json,score_valid,score_valid,short_visible_core,query_not_short_core_capture,,开花核心手单帧 index tip 有限越界应按该点缺失处理，完整开合证据仍应保留。
花,flower_right_outer_tips_sparse_out_of_frame,positive,True,True,99.31233788832027,70.0,0.001159659394492539,0.0017543328410047233,True,0,0,5583,sparse_every_5f,10,28,12,53,work/generated/scoring_mvp_run3/flower_jump_bounded_coordinate_robustness_gate_20260604_v1/fixtures/花/flower_right_outer_tips_sparse_out_of_frame.json,score_valid,score_valid,short_visible_core,query_not_short_core_capture,,开花 ring/pinky 外侧指尖稀疏有限越界，应被局部 mask 掉。
花,flower_right_all_distal_middle35_out_diagnostic,diagnostic,False,True,82.9538550727911,,0.01095415120888732,0.03421862417309901,True,0,0,6713,middle_35pct,19,285,0,53,work/generated/scoring_mvp_run3/flower_jump_bounded_coordinate_robustness_gate_20260604_v1/fixtures/花/flower_right_all_distal_middle35_out_diagnostic.json,score_valid,score_valid,short_visible_core,query_not_short_core_capture,,诊断记录：开花核心手较长窗口所有 distal finger-chain 出画面时应触发重采/低分边界。
跳,self_reloaded,positive,True,True,100.0,95.0,0.0,0.0,True,0,0,415,none,0,0,0,19,work/generated/scoring_mvp_run3/flower_jump_bounded_coordinate_robustness_gate_20260604_v1/fixtures/跳/self_reloaded.json,score_valid,score_valid,action_window_net,used,,原始标准 JSON 经正常 load_sequence 重载，应保持近满分且所有距离有限。
跳,face_core_sparse_out_of_frame,positive,True,True,100.0,70.0,0.0,0.0,True,0,0,451,sparse_every_7f,3,12,0,19,work/generated/scoring_mvp_run3/flower_jump_bounded_coordinate_robustness_gate_20260604_v1/fixtures/跳/face_core_sparse_out_of_frame.json,score_valid,score_valid,action_window_net,used,,face core 稀疏有限越界点应被视为缺失，不能污染手部语义评分。
跳,jump_right_person_tips_single_out_of_frame,positive,True,True,70.71354399426619,70.0,0.07185554686233092,0.12847637420800906,True,0,0,431,single_mid,1,2,0,19,work/generated/scoring_mvp_run3/flower_jump_bounded_coordinate_robustness_gate_20260604_v1/fixtures/跳/jump_right_person_tips_single_out_of_frame.json,score_valid,score_valid,action_window_net,used,,跳的右手两指单帧 tip 有限越界应按局部缺失处理，不应破坏完整弹跳轨迹。
跳,jump_left_ground_sparse_out_of_frame,positive,True,True,81.95782774824136,70.0,0.0626350338103571,0.12463454202980667,True,0,0,520,sparse_every_7f,3,15,0,19,work/generated/scoring_mvp_run3/flower_jump_bounded_coordinate_robustness_gate_20260604_v1/fixtures/跳/jump_left_ground_sparse_out_of_frame.json,score_valid,score_valid,action_window_net,used,,跳的左手地面手稀疏有限越界应按缺失处理，多数双手关系帧仍可评分。
跳,jump_right_person_middle35_out_diagnostic,diagnostic,False,True,79.71001527702029,,0.243478365319137,0.35094223720136547,True,0,0,611,middle_35pct,7,84,0,19,work/generated/scoring_mvp_run3/flower_jump_bounded_coordinate_robustness_gate_20260604_v1/fixtures/跳/jump_right_person_middle35_out_diagnostic.json,score_valid,score_valid,full_sequence_local_relation_segment,used,,诊断记录：右手两指小人较长窗口出画面时应触发重采/低分边界。
