word,variant,kind,gated,passed,score,min_score,dtw_distance,normalized_distance,query_length,alignment_mode,capture_quality_status,capture_quality_reason,semantic_floor_source,semantic_floor_reason,rationale
花,hand_noise_0.010_seed1,positive,True,True,76.72671442419572,70.0,0.029986718485565306,0.038413434898437966,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,小幅连续 hand landmark 坐标抖动，重算手形特征。
花,hand_noise_0.010_seed2,positive,True,True,76.06387425110546,70.0,0.02992480076056327,0.03967152846148262,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,小幅连续 hand landmark 坐标抖动，重算手形特征。
花,hand_noise_0.010_seed3,positive,True,True,76.5961505134724,70.0,0.0300436067340003,0.03866038791015936,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,小幅连续 hand landmark 坐标抖动，重算手形特征。
花,hand_noise_0.010_seed4,positive,True,True,77.15343346819611,70.0,0.029887216449286293,0.03760924513348291,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,小幅连续 hand landmark 坐标抖动，重算手形特征。
花,hand_noise_0.010_seed5,positive,True,True,76.24849291362804,70.0,0.030093888601043246,0.039320017685645886,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,小幅连续 hand landmark 坐标抖动，重算手形特征。
花,hand_frame_dropout_0.03_seed1,positive,True,True,98.59943925178031,70.0,0.0008370303909996695,0.0025892384212572502,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,少量整帧手部检出不稳定，属于可容忍的网页采集噪声。
花,hand_frame_dropout_0.03_seed2,positive,True,True,100.0,70.0,0.0,0.0,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,少量整帧手部检出不稳定，属于可容忍的网页采集噪声。
花,hand_frame_dropout_0.03_seed3,positive,True,True,99.22355192864377,70.0,0.000371562782884699,0.0013717590888325934,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,少量整帧手部检出不稳定，属于可容忍的网页采集噪声。
花,hand_frame_dropout_0.03_seed4,positive,True,True,100.0,70.0,0.0,0.0,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,少量整帧手部检出不稳定，属于可容忍的网页采集噪声。
花,hand_frame_dropout_0.03_seed5,positive,True,True,98.88522405469345,70.0,0.0010884063636193676,0.00233296654021474,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,少量整帧手部检出不稳定，属于可容忍的网页采集噪声。
花,hand_frame_dropout_0.03_seed6,positive,True,True,98.43951586356413,70.0,0.0009400171226020059,0.0028915535214478604,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,少量整帧手部检出不稳定，属于可容忍的网页采集噪声。
花,hand_frame_dropout_0.03_seed7,positive,True,True,98.36931347586673,70.0,0.001904292367200215,0.0036217764342653773,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,少量整帧手部检出不稳定，属于可容忍的网页采集噪声。
花,hand_noise_0.015_diagnostic,diagnostic,False,True,68.13488643831052,,0.030190027156247582,0.055633719118024935,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,更强坐标抖动，作为边界诊断。
花,hand_point_dropout_0.05_diagnostic,diagnostic,False,True,96.68687010370974,,0.00996072621578684,0.01135989504413445,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,逐点随机丢失会破坏手形/相位，作为诊断而非正向门。
花,hand_frame_dropout_0.05_diagnostic,diagnostic,False,True,98.42897395836461,,0.0007453929224098595,0.0027805766985317722,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,更高整帧手部缺失率，作为重采边界诊断。
花,severe_noise_0.060_diagnostic,diagnostic,False,True,23.13684388062334,,0.03071467985903902,0.17564926390704366,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,严重坐标抖动，作为不可接受噪声边界。
花,severe_point_dropout_0.25_diagnostic,diagnostic,False,True,89.29006822003855,,0.022589562859017073,0.03110880461092857,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,严重逐点随机丢失，作为重采/语义失败边界。
