case_id,case_type,expected,query_length,prototype_score,dtw_distance,normalized_distance
self,target_positive_variant,high,53,100.0,0.0,0.0
subsample_even,target_positive_variant,high,27,47.98563039337786,0.05790014088889516,0.08811223040448185
trim_start_20pct,target_positive_variant,high,42,91.94406217743808,0.00033158681181577376,0.010294309067901663
trim_end_20pct,target_positive_variant,high,42,71.37622382657177,0.0007638393904752382,0.040961140211059316
trim_both_10pct,target_positive_variant,high,43,89.39601035073049,0.0004336601830443232,0.013733174929429796
amplitude_0.85,target_positive_variant,high,53,91.57742177779195,0.00016022430434978034,0.010662397617783084
amplitude_1.15,target_positive_variant,high,53,93.70812731669214,0.00013796328670727617,0.007887907680409693
fake_reverse_time,synthetic_fake_action,low,53,14.228018231309193,0.026709313193664524,0.23399484606411983
fake_shuffle_frames,synthetic_fake_action,low,53,19.697505332654035,0.031153689975955374,0.19496138293475607
fake_static_hold,synthetic_fake_action,low,53,0.7102348173891979,0.09604777044549234,0.5936795785075648
fake_random_landmarks,synthetic_fake_action,low,53,0.6505833956931418,0.0849007236613037,0.6042067167342956
fake_random_walk,synthetic_fake_action,low,53,1.4705254291265017,0.08453527602804146,0.5063460497138528
other_demo_唱歌,other_demo_action,low,27,7.1198764707182605,0.19639404750904024,0.3170735772399522
other_demo_指示,other_demo_action,low,30,9.501383285750192,0.17893765542768866,0.28244793467462703
other_demo_月亮,other_demo_action,low,47,9.805304273772828,0.040078621221568314,0.27866960331720336
other_demo_朋友,other_demo_action,low,28,7.696859538248173,0.18387032590269967,0.3077229350998002
other_demo_汽车,other_demo_action,low,44,7.002814151655053,0.034190432162677614,0.3190629715268194
other_demo_虎,other_demo_action,low,54,1.1639523170177946,0.09949203418694473,0.5344018562735122
other_demo_谗_羡慕,other_demo_action,low,32,26.316376035347925,0.035372616852764785,0.1601974533165027
other_demo_跳,other_demo_action,low,19,6.833280141768491,0.12828449135988493,0.32200384472082905
other_demo_香蕉,other_demo_action,low,42,8.271311564465659,0.07985872909611456,0.2990852515780839
