case_id,case_type,expected,query_length,prototype_score,dtw_distance,normalized_distance
self,target_positive_variant,high,28,100.0,0.0,0.0
subsample_even,target_positive_variant,high,14,88.40257644359806,0.01319228857755661,0.014792288577556609
trim_start_20pct,target_positive_variant,high,22,75.4935057249297,0.019657916256359646,0.03373482603853503
trim_end_20pct,target_positive_variant,high,22,89.75801360231887,0.007359762809106282,0.01296634494690271
trim_both_10pct,target_positive_variant,high,22,88.12871207251798,0.010058048580374037,0.01516461635209013
amplitude_0.85,target_positive_variant,high,28,93.8741903309834,0.00031205818855336735,0.007585764109264657
amplitude_1.15,target_positive_variant,high,28,94.70815019893188,0.0002683601175834026,0.006524415138312325
fake_reverse_time,synthetic_fake_action,low,28,33.240393371154724,0.09328446717097841,0.13216852581603228
fake_shuffle_frames,synthetic_fake_action,low,28,41.49476925097106,0.051554662840706963,0.10555233706088317
fake_static_hold,synthetic_fake_action,low,28,15.65751899465587,0.043286996228354316,0.2225062724924089
fake_random_landmarks,synthetic_fake_action,low,28,0.04606357345543918,0.6295678274972099,0.9219483589161468
fake_random_walk,synthetic_fake_action,low,28,0.006404892706208976,0.89582245690482,1.158703593759543
other_demo_singing,other_demo_action,low,14,12.943796917424583,0.19574642181396484,0.24534642181396485
other_demo_zhishi,other_demo_action,low,16,11.542505415741665,0.20071511609213694,0.2590960609666964
other_demo_moon,other_demo_action,low,24,6.697620472965273,0.20855646474020823,0.3244101451154162
other_demo_friend,other_demo_action,low,15,14.982859063012985,0.1740957157952445,0.22779160409173368
other_demo_car,other_demo_action,low,23,11.857176029467244,0.15426981754792043,0.25586843155017697
other_demo_tiger,other_demo_action,low,29,1.7662115914198913,0.28545641899108887,0.48435999324508694
other_demo_envy,other_demo_action,low,17,20.5615746134687,0.12688176093562956,0.18980953944905993
other_demo_jump,other_demo_action,low,10,13.691642660729114,0.11604614768709455,0.23860614768709454
other_demo_banana,other_demo_action,low,22,8.295283684418745,0.19802834306444442,0.2987379676179315
