request_id,old_score,new_score_step4_dynamic_v2,normalized_distance,dtw_distance,query_frames,query_right_hand_presence,query_left_hand_presence,query_json
web_20260523_001048_5bcb9948,10.128829432033834,32.904896844130754,0.13338584388542885,0.023469650756824046,15,0.6,0.4,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001048_5bcb9948/holistic/user_跳_web_20260523_001048_5bcb9948_holistic_results.json
web_20260523_001100_dea381ee,13.29847433981089,17.524915935746417,0.20898558598775727,0.1144494551764236,15,0.5333333333333333,0.4666666666666667,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001100_dea381ee/holistic/user_跳_web_20260523_001100_dea381ee_holistic_results.json
web_20260523_001113_b486eb41,12.95461125489907,26.830405347387444,0.15787612964089154,0.06720411435032607,15,0.6,0.2,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001113_b486eb41/holistic/user_跳_web_20260523_001113_b486eb41_holistic_results.json
web_20260523_001152_83546751,8.238104794656795,21.0718736823009,0.18686772426969975,0.08654951906949176,15,0.6,0.6666666666666666,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001152_83546751/holistic/user_跳_web_20260523_001152_83546751_holistic_results.json
web_20260523_005941_0ec0ccab,6.004243898470394,8.506802403180334,0.29571648717842386,0.204630659119944,15,0.5333333333333333,0.8,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_005941_0ec0ccab/holistic/user_跳_web_20260523_005941_0ec0ccab_holistic_results.json
web_20260523_005953_cdf0697d,22.68942393689148,31.64095050520076,0.13808616027459159,0.06680863117172733,15,0.4,0.4,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_005953_cdf0697d/holistic/user_跳_web_20260523_005953_cdf0697d_holistic_results.json
web_20260523_010004_7eaf7ee3,6.129902312308015,8.609754050902163,0.29427293201676524,0.20319021775304205,15,0.5333333333333333,0.8,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010004_7eaf7ee3/holistic/user_跳_web_20260523_010004_7eaf7ee3_holistic_results.json
web_20260523_010014_049faf7d,13.657820182422173,16.416614903660733,0.2168251512143493,0.07205364561867479,15,0.2,0.4666666666666667,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010014_049faf7d/holistic/user_跳_web_20260523_010014_049faf7d_holistic_results.json
web_20260523_010234_e2d59e5e,6.617128910295234,9.460790725587161,0.28296170642437796,0.06798850810107494,45,0.4222222222222222,0.6666666666666666,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010234_e2d59e5e/holistic/user_跳_web_20260523_010234_e2d59e5e_holistic_results.json
web_20260523_011122_fb34e3e5,11.705423102583957,15.828980536571564,0.2211993257869121,0.06465547762992092,30,0.5666666666666667,0.5333333333333333,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_011122_fb34e3e5/holistic/user_跳_web_20260523_011122_fb34e3e5_holistic_results.json
web_20260523_011135_5967dd5a,10.314502285252138,16.143832685309366,0.2188358503588404,0.023100541288553322,30,0.7,0.4666666666666667,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_011135_5967dd5a/holistic/user_跳_web_20260523_011135_5967dd5a_holistic_results.json
