case_id,case_type,expected,query_length,prototype_score,dtw_distance,normalized_distance
self,target_positive_variant,high,19,100.0,0.0,0.0
subsample_even,target_positive_variant,high,10,52.98781008351984,0.0654326739339246,0.11431949351648713
trim_start_20pct,target_positive_variant,high,15,94.71166330967147,0.00523643262137705,0.011612697316210266
trim_end_20pct,target_positive_variant,high,15,95.65003404627201,0.004623523622309277,0.009623577415799113
trim_both_10pct,target_positive_variant,high,15,95.62891981318108,0.004684659657405514,0.009684713450895352
amplitude_0.85,target_positive_variant,high,19,94.42608160131275,0.007768904838933501,0.013042632006208962
amplitude_1.15,target_positive_variant,high,19,95.20687560070152,0.007726561922218527,0.011545541011183373
fake_reverse_time,synthetic_fake_action,low,19,21.376109578531572,0.13554162136966513,0.2777213272330458
fake_shuffle_frames,synthetic_fake_action,low,19,14.778211127947086,0.13039423736291178,0.34416293599529335
fake_static_hold,synthetic_fake_action,low,19,35.66285105598327,0.05228538357049738,0.12372727507869866
fake_random_landmarks,synthetic_fake_action,low,19,0.05058559050455517,0.8164363037008623,1.3660665663365072
fake_random_walk,synthetic_fake_action,low,19,0.2993869380668079,0.7505178685047824,1.0460139517741962
other_demo_唱歌,other_demo_action,low,27,11.980569929565272,0.23914742112282716,0.38193912378232114
other_demo_指示,other_demo_action,low,30,10.545537977116696,0.28014815329570913,0.4049041240958866
other_demo_月亮,other_demo_action,low,47,12.884025018404161,0.28817713658338584,0.3688527622862503
other_demo_朋友,other_demo_action,low,28,5.397340312211369,0.3296767211209951,0.5254674999351535
other_demo_汽车,other_demo_action,low,44,12.115649125521315,0.3236723588639005,0.37992100551112007
other_demo_花,other_demo_action,low,53,42.772543721541254,0.09777539960487978,0.15286928239508937
other_demo_虎,other_demo_action,low,54,22.74309048259651,0.1681871522853692,0.26656358431906646
other_demo_谗_羡慕,other_demo_action,low,32,19.949173626921304,0.13236516843194776,0.2901568438295281
other_demo_香蕉,other_demo_action,low,42,18.60363717156687,0.23095538558980375,0.30272635395491343
