case_id,case_type,expected,query_length,prototype_score,dtw_distance,normalized_distance
self,target_positive_variant,high,53,100.0,0.0,0.0
subsample_even,target_positive_variant,high,27,87.42100201318725,0.007379689505412141,0.016132156147167856
trim_start_20pct,target_positive_variant,high,42,88.36388192972346,0.00012850925618506994,0.014844825034776474
trim_end_20pct,target_positive_variant,high,42,82.36515111590455,0.002995886318527934,0.02328093142567701
trim_both_10pct,target_positive_variant,high,43,90.53038900553359,0.0013169068164029913,0.011938152183684143
amplitude_0.85,target_positive_variant,high,53,84.94221561839892,0.01236814917255178,0.019583877231810494
amplitude_1.15,target_positive_variant,high,53,85.53005289685815,0.01241225351728895,0.018756285112307057
fake_reverse_time,synthetic_fake_action,low,53,32.895651834615016,0.010026849799624673,0.13341956400392224
fake_shuffle_frames,synthetic_fake_action,low,53,47.54867987707488,0.008418957782665175,0.08920993922635544
fake_static_hold,synthetic_fake_action,low,53,9.763484794126713,0.01079746067207308,0.27918249608534507
fake_random_landmarks,synthetic_fake_action,low,53,7.321055026694678,0.012592908637675312,0.31372988868847573
fake_random_walk,synthetic_fake_action,low,53,11.96956788474712,0.01259562548394487,0.254736332030864
other_demo_唱歌,other_demo_action,low,27,19.632488689290685,0.1413797445549528,0.19535812870116798
other_demo_指示,other_demo_action,low,30,22.951479981544622,0.12491384823185388,0.17661453172169697
other_demo_月亮,other_demo_action,low,47,24.627944955920217,0.01714656787916098,0.16815460967543022
other_demo_朋友,other_demo_action,low,28,26.522196165012247,0.11063795200935744,0.15926258549364955
other_demo_汽车,other_demo_action,low,44,20.54328225095179,0.010882454396974614,0.18991634355029666
other_demo_虎,other_demo_action,low,54,5.497706719413504,0.06360053016881488,0.34810069689700057
other_demo_谗_羡慕,other_demo_action,low,32,48.73380993301703,0.015855359143309124,0.08625565771692875
other_demo_跳,other_demo_action,low,19,20.598796670782292,0.06134471602990239,0.18959250311261003
other_demo_香蕉,other_demo_action,low,42,18.462074175508892,0.058714698712546205,0.20273419232262974
