case_id,case_type,expected,query_length,prototype_score,dtw_distance,normalized_distance
self,target_positive_variant,high,10,100.0,0.0,0.0
subsample_even,target_positive_variant,high,5,76.753665806808,0.02342015516221098,0.03174828452474943
trim_start_20pct,target_positive_variant,high,8,78.98551246363836,0.011847699797724091,0.0283086884249592
trim_end_20pct,target_positive_variant,high,8,79.43252344596156,0.008287850850668497,0.02763147436991614
trim_both_10pct,target_positive_variant,high,8,84.08711003897722,0.006218229554812554,0.020798028025134606
amplitude_0.85,target_positive_variant,high,10,88.72629869771667,0.0029088139102903866,0.01435366202709043
amplitude_1.15,target_positive_variant,high,10,89.80467023715654,0.0028761770787938995,0.012903984592437003
fake_reverse_time,synthetic_fake_action,low,10,26.615656087473123,0.03153693977900028,0.1588404682350681
fake_shuffle_frames,synthetic_fake_action,low,10,37.731574317303824,0.038298114394145634,0.11696075124075722
fake_static_hold,synthetic_fake_action,low,10,2.321916722983242,0.07258216728564705,0.4515332601244602
fake_random_landmarks,synthetic_fake_action,low,10,0.005285830741189317,0.5934746255699891,1.1817474803408548
fake_random_walk,synthetic_fake_action,low,10,0.0007987499389327757,0.92348196730849,1.4085159377656935
other_demo_唱歌,other_demo_action,low,14,11.258384088151299,0.1682011461774995,0.26208684991441594
other_demo_指示,other_demo_action,low,16,9.095466069244464,0.2560299200963561,0.28768729569289475
other_demo_月亮,other_demo_action,low,24,32.28370656872136,0.05699277658249743,0.13567290283551636
other_demo_朋友,other_demo_action,low,15,13.276419001838283,0.19563229332572937,0.24230168781346467
other_demo_汽车,other_demo_action,low,23,33.00370409367084,0.02709076739707153,0.13302604626694636
other_demo_花,other_demo_action,low,28,20.733156994012052,0.04297737846479653,0.18881231760710337
other_demo_虎,other_demo_action,low,29,8.698115551073716,0.11389491466133943,0.2930476544537162
other_demo_谗_羡慕,other_demo_action,low,17,41.45156789073239,0.03325973628678857,0.1056773374858821
other_demo_香蕉,other_demo_action,low,22,25.73323187906077,0.11163869000448468,0.16288643521881452
