case_id,case_type,expected,query_length,prototype_score,dtw_distance,normalized_distance
self,target_positive_variant,high,53,100.0,0.0,0.0
subsample_even,target_positive_variant,high,27,83.66685127329717,0.011138508347626697,0.028639309914729388
trim_start_20pct,target_positive_variant,high,42,91.52252911227738,0.0004173848992981963,0.010901503089435103
trim_end_20pct,target_positive_variant,high,42,83.21317962991391,0.0007638393904752382,0.022548228606959656
trim_both_10pct,target_positive_variant,high,43,91.95772789502546,0.0004336601830443232,0.010342822391053429
amplitude_0.85,target_positive_variant,high,53,94.12032680063948,0.00017848563222115895,0.007387553656739851
amplitude_1.15,target_positive_variant,high,53,94.6707022712885,0.0001537015717198337,0.006671778954896858
fake_reverse_time,synthetic_fake_action,low,53,15.3243365807977,0.0295616604092635,0.22508735941196908
fake_shuffle_frames,synthetic_fake_action,low,53,23.203830318174337,0.025326544454096975,0.17530233852264138
fake_static_hold,synthetic_fake_action,low,53,1.48214927650933,0.025274325224642704,0.5054012325356636
fake_random_landmarks,synthetic_fake_action,low,53,0.959910236375771,0.027656282794528517,0.5575302826386402
fake_random_walk,synthetic_fake_action,low,53,2.707014715311865,0.027672001490728085,0.4331188487218305
other_demo_唱歌,other_demo_action,low,27,12.545827675560489,0.1495401671851462,0.2490938438180073
other_demo_指示,other_demo_action,low,30,19.45155045719692,0.11706765403624361,0.1964692084893278
other_demo_月亮,other_demo_action,low,47,12.559568769857663,0.04056890427692464,0.2489624830977011
other_demo_朋友,other_demo_action,low,28,16.27199360518057,0.12485237765931523,0.21788696876127106
other_demo_汽车,other_demo_action,low,44,9.091428791038984,0.03474943628792484,0.2877405728901664
other_demo_虎,other_demo_action,low,54,2.0717855140999,0.07480199367368695,0.46521112599721137
other_demo_谗_羡慕,other_demo_action,low,32,31.147294383335133,0.037848436030466406,0.13997313626457847
other_demo_跳,other_demo_action,low,19,12.233380460174969,0.08021190426185118,0.2521202240727261
other_demo_香蕉,other_demo_action,low,42,11.255879413632314,0.06067305862657599,0.26211354951695853
