request_id,generated_at,target_word,frame_count,timeline_frame_count,capture_fps,old_score,old_band,standard_json,query_json,error,new_score,new_band,score_delta,dtw_distance,normalized_distance,alignment_mode,score_scale_reason,query_left_hand_presence,query_right_hand_presence,query_pose_presence,query_face_presence,query_hand_presence_max
web_20260522_222243_a23d679c,2026-05-22T22:22:43,花,12,,3.6811926605504586,57.392243184382174,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_222243_a23d679c/holistic/user_花_web_20260522_222243_a23d679c_holistic_results.json,,33.604641415671026,low,-23.78760176871115,0.04808545434653782,0.1308607189425431,full_sequence_with_action_window_diagnostics,default,0.0,0.75,1.0,1.0,0.75
web_20260522_225356_550e19fe,2026-05-22T22:53:57,花,15,,5.0,29.99669147386167,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_225356_550e19fe/holistic/user_花_web_20260522_225356_550e19fe_holistic_results.json,,26.490494611319793,low,-3.506196862541877,0.10507862336469308,0.15940610535053093,full_sequence_with_action_window_diagnostics,default,0.0,0.6666666666666666,1.0,1.0,0.6666666666666666
web_20260522_225823_46498d30,2026-05-22T22:58:24,花,15,,5.0,23.613415847637633,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_225823_46498d30/holistic/user_花_web_20260522_225823_46498d30_holistic_results.json,,17.102473803847747,low,-6.5109420437898855,0.0979312742827714,0.211913647926125,full_sequence_with_action_window_diagnostics,default,0.0,0.4666666666666667,1.0,1.0,0.4666666666666667
web_20260522_225845_b21e0f2e,2026-05-22T22:58:46,花,15,,5.0,20.14634694742057,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_225845_b21e0f2e/holistic/user_花_web_20260522_225845_b21e0f2e_holistic_results.json,,22.852088836943572,low,2.7057418895230008,0.10699810376524156,0.17713531891709575,full_sequence_with_action_window_diagnostics,default,0.0,0.7333333333333333,1.0,1.0,0.7333333333333333
web_20260522_225852_a9aa43d6,2026-05-22T22:58:53,花,15,,5.0,13.545388114338172,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_225852_a9aa43d6/holistic/user_花_web_20260522_225852_a9aa43d6_holistic_results.json,,22.358320653652026,low,8.812932539313854,0.11104121272789189,0.17975659745481254,full_sequence_with_action_window_diagnostics,default,0.0,0.8,1.0,1.0,0.8
web_20260522_231259_51a8c719,2026-05-22T23:13:00,花,6,,2.4541284403669725,8.367694979597621,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_231259_51a8c719/holistic/user_花_web_20260522_231259_51a8c719_holistic_results.json,,4.31557985205601,low,-4.052115127541611,0.08479048660097886,0.37715261879219425,full_sequence_with_action_window_diagnostics,default,0.0,0.5,1.0,1.0,0.5
web_20260522_231304_9e8827a4,2026-05-22T23:13:05,花,15,,5.0,30.359517792715216,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_231304_9e8827a4/holistic/user_花_web_20260522_231304_9e8827a4_holistic_results.json,,19.49007218161781,low,-10.869445611097408,0.10489374582386855,0.19623179627457749,full_sequence_with_action_window_diagnostics,default,0.0,0.7333333333333333,1.0,1.0,0.7333333333333333
web_20260522_232244_45d260ed,2026-05-22T23:22:46,花,30,,10.0,19.83783824974596,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_232244_45d260ed/holistic/user_花_web_20260522_232244_45d260ed_holistic_results.json,,22.264996617306394,low,2.427158367560434,0.0676456404742756,0.18025852789718239,full_sequence_with_action_window_diagnostics,default,0.0,0.6333333333333333,1.0,1.0,0.6333333333333333
web_20260522_232256_781c0807,2026-05-22T23:22:58,花,30,,10.0,16.631682986313653,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_232256_781c0807/holistic/user_花_web_20260522_232256_781c0807_holistic_results.json,,24.823416152448793,low,8.19173316613514,0.0824331041628875,0.16720593343173373,full_sequence_with_action_window_diagnostics,default,0.0,0.7,1.0,1.0,0.7
web_20260522_232319_7e3cc881,2026-05-22T23:23:24,花,72,,24.0,22.22132070890977,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_232319_7e3cc881/holistic/user_花_web_20260522_232319_7e3cc881_holistic_results.json,,23.50074399561349,low,1.2794232867037216,0.062083512534250235,0.17377657271415814,full_sequence_with_action_window_diagnostics,default,0.0,0.75,1.0,1.0,0.75
