case_id,case_type,expected,query_length,prototype_score,dtw_distance,normalized_distance
self,target_positive_variant,high,53,100.0,0.0,0.0
subsample_even,target_positive_variant,high,27,90.91655629176013,0.021406989216164678,0.02534191066649438
trim_start_20pct,target_positive_variant,high,42,98.07744481742986,0.0012857142860786617,0.0031652462256459065
trim_end_20pct,target_positive_variant,high,42,95.47702107185225,0.0007638393904752382,0.006050645744169001
trim_both_10pct,target_positive_variant,high,43,98.41949455627527,0.0004336601830443232,0.0021936334561205965
amplitude_0.85,target_positive_variant,high,53,98.89527574280467,0.00017700215979603282,0.0014480973863308334
amplitude_1.15,target_positive_variant,high,53,98.99097219588697,0.00015242196924882613,0.0013160578742628295
fake_reverse_time,synthetic_fake_action,low,53,9.760288316041905,0.0645205214660207,0.27922178945056086
fake_shuffle_frames,synthetic_fake_action,low,53,15.13302144430132,0.04538957871403525,0.22659491750744126
fake_static_hold,synthetic_fake_action,low,53,0.9991163710187274,0.05460847035565763,0.5527265046719501
fake_random_landmarks,synthetic_fake_action,low,53,0.4485713297999922,0.09195789048491529,0.648822930637724
fake_random_walk,synthetic_fake_action,low,53,1.2542061243342162,0.09089177248073393,0.5254400860575528
other_demo_跳,other_demo_action,low,19,9.490774609804836,0.11813749236834444,0.28258199434839826
other_demo_唱歌,other_demo_action,low,27,13.737424255572561,0.1468960575232429,0.23820556559659642
other_demo_香蕉,other_demo_action,low,42,6.810512923375745,0.12370408304377163,0.3224043299421918
