word,variant,kind,gated,passed,score,min_score,dtw_distance,normalized_distance,query_length,alignment_mode,capture_quality_status,capture_quality_reason,semantic_floor_source,semantic_floor_reason,rationale
花,self,positive,True,True,100.0,95.0,0.0,0.0,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,同一骨架重算基线。
花,both_hands_rotate_neg10deg,positive,True,True,81.40551116498031,70.0,0.028679671598470076,0.029830445528585752,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,双手局部逆时针约 10 度，手语语义顺序和角色保持。
花,both_hands_rotate_pos10deg,positive,True,True,81.39929849231724,70.0,0.028679832383193955,0.02984151200184877,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,双手局部顺时针约 10 度，手语语义顺序和角色保持。
花,both_hands_rotate_neg20deg,positive,True,True,81.35716885884125,70.0,0.028680035653048455,0.02991657872073098,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,双手局部逆时针约 20 度，模拟较明显但仍自然的手腕角度差异。
花,both_hands_rotate_pos20deg,positive,True,True,81.33620337346339,70.0,0.028680352562830212,0.029953949578005703,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,双手局部顺时针约 20 度，模拟较明显但仍自然的手腕角度差异。
花,right_hand_rotate_neg15deg,positive,True,True,81.38186022653557,70.0,0.028679817883561,0.029872578847273828,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,右手核心手腕角度轻微偏差。
花,right_hand_rotate_pos15deg,positive,True,True,81.36836898000624,70.0,0.028680058235274305,0.029896618515430008,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,右手核心手腕角度轻微反向偏差。
花,left_hand_rotate_neg15deg,positive,True,True,100.0,70.0,0.0,0.0,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,左手局部角度轻微偏差。
花,left_hand_rotate_pos15deg,positive,True,True,100.0,70.0,0.0,0.0,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,左手局部角度轻微反向偏差。
花,both_hands_rotate_neg45deg_diagnostic,diagnostic,False,True,81.20368665372823,,0.02868210512184178,0.030190382968181252,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,双手极端局部旋转，只记录诊断边界。
花,both_hands_rotate_pos45deg_diagnostic,diagnostic,False,True,81.16235185951308,,0.028682730657797518,0.030264210541306256,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,双手极端反向局部旋转，只记录诊断边界。
花,right_hand_rotate_neg30deg_diagnostic,diagnostic,False,True,81.29897386979907,,0.028680676657326137,0.030020334701041464,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,右手较强局部旋转，只记录诊断边界。
花,right_hand_rotate_pos30deg_diagnostic,diagnostic,False,True,81.26876999246944,,0.028681134060222734,0.030074214544104295,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,右手较强反向局部旋转，只记录诊断边界。
跳,self,positive,True,True,100.0,95.0,0.0,0.0,19,semantic_action_window,score_valid,score_valid,action_window_net,used,同一骨架重算基线。
跳,both_hands_rotate_neg10deg,positive,True,True,92.08097415199485,70.0,0.01990508939241912,0.0209678081901573,19,semantic_action_window,score_valid,score_valid,action_window_net,used,双手局部逆时针约 10 度，手语语义顺序和角色保持。
