word,variant,kind,gated,passed,score,min_score,dtw_distance,normalized_distance,query_length,alignment_mode,capture_quality_status,capture_quality_reason,semantic_floor_source,semantic_floor_reason,rationale
花,self,positive,True,True,100.0,95.0,0.0,0.0,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,同一骨架重算基线。
花,hand_motion_blur_3tap,positive,True,False,32.995373679749854,70.0,0.028169123072607122,0.13305633910465114,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,手部轨迹 3 帧轻度低通，模拟轻微运动模糊。
花,all_keypoint_blur_3tap_light,positive,True,False,56.52907623145131,70.0,0.028353368661244164,0.08271018321330463,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,全身关键点轻度 3 帧平滑，模拟浏览器/模型输出稳定化。
花,hand_motion_blur_5tap_light,positive,True,False,30.904524575112745,70.0,0.02759334793464945,0.14091211037095608,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,手部轨迹轻度 5 帧低通，保留中心帧主导。
花,hand_exponential_smooth_alpha_0.70,positive,True,False,64.65993668235673,70.0,0.028010171290359744,0.0632241169750022,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,手部轨迹轻度指数平滑，当前帧权重 0.70。
花,hand_motion_amplitude_0.85,positive,True,True,79.07358319073138,70.0,0.02862480719155034,0.034044743464996405,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,手部运动幅度轻微衰减到 85%，模拟运动模糊或保守动作。
花,hand_motion_amplitude_1.15,positive,True,True,79.2864851499798,70.0,0.028832458300615336,0.0336548623161221,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,手部运动幅度轻微增强到 115%，模拟动作更夸张或模型轨迹外扩。
花,hand_motion_blur_5tap_heavy_diagnostic,diagnostic,False,True,10.091633623725397,,0.02742943846623152,0.27521561514027604,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,更强手部轨迹低通，只记录诊断边界。
花,hand_exponential_smooth_alpha_0.35_diagnostic,diagnostic,False,True,22.580846476343236,,0.027805166848601116,0.1785681768106392,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,强指数平滑会滞后并削弱动作相位，只记录诊断边界。
花,hand_motion_amplitude_0.55_diagnostic,diagnostic,False,True,57.41184299525921,,0.028418493913318583,0.0804633390978557,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,手部运动幅度严重衰减，可能需要重采，只记录诊断边界。
花,hand_motion_amplitude_1.60_diagnostic,diagnostic,False,True,64.22968070495833,,0.02930313090643993,0.0641921910483674,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,手部运动幅度过度放大，作为过度动作边界诊断。
跳,self,positive,True,True,100.0,95.0,0.0,0.0,19,semantic_action_window,score_valid,score_valid,action_window_net,used,同一骨架重算基线。
跳,hand_motion_blur_3tap,positive,True,True,70.76900561946323,70.0,0.05422542467871186,0.11501432445958178,19,semantic_action_window,score_valid,score_valid,action_window_net,used,手部轨迹 3 帧轻度低通，模拟轻微运动模糊。
跳,all_keypoint_blur_3tap_light,positive,True,True,70.68999603731018,70.0,0.051731140235240176,0.08607955143118913,19,semantic_action_window,score_valid,score_valid,action_window_net,used,全身关键点轻度 3 帧平滑，模拟浏览器/模型输出稳定化。
跳,hand_motion_blur_5tap_light,positive,True,True,71.0009267851059,70.0,0.057944649830208486,0.17328308592242408,19,semantic_action_window,score_valid,score_valid,action_window_net,used,手部轨迹轻度 5 帧低通，保留中心帧主导。
跳,hand_exponential_smooth_alpha_0.70,positive,True,True,78.29082310841963,70.0,0.03210928356996248,0.05277196914335145,19,semantic_action_window,score_valid,score_valid,full_sequence_local_relation_segment,used,手部轨迹轻度指数平滑，当前帧权重 0.70。
跳,hand_motion_amplitude_0.85,positive,True,True,75.6623475856492,70.0,0.05049999110131787,0.06500412112921329,19,semantic_action_window,score_valid,score_valid,action_window_net,used,手部运动幅度轻微衰减到 85%，模拟运动模糊或保守动作。
跳,hand_motion_amplitude_1.15,positive,True,True,91.31105948280207,70.0,0.013135067566555659,0.020023221983903536,19,semantic_action_window,score_valid,score_valid,action_window_net,used,手部运动幅度轻微增强到 115%，模拟动作更夸张或模型轨迹外扩。
跳,hand_motion_blur_5tap_heavy_diagnostic,diagnostic,False,True,71.47956325315856,,0.06698109517165399,0.2515836995641446,19,semantic_action_window,score_valid,score_valid,action_window_net,used,更强手部轨迹低通，只记录诊断边界。
跳,hand_exponential_smooth_alpha_0.35_diagnostic,diagnostic,False,True,78.52356959228919,,0.07259487642235442,0.20510734362534694,19,semantic_action_window,score_valid,score_valid,full_sequence_local_relation_segment,used,强指数平滑会滞后并削弱动作相位，只记录诊断边界。
跳,hand_motion_amplitude_0.55_diagnostic,diagnostic,False,True,70.35108202836624,,0.06661280983096014,0.15444391754725448,19,semantic_action_window,score_valid,score_valid,action_window_net,used,手部运动幅度严重衰减，可能需要重采，只记录诊断边界。
跳,hand_motion_amplitude_1.60_diagnostic,diagnostic,False,True,81.42816774664179,,0.049505590922437656,0.07263277145705786,19,semantic_action_window,score_valid,score_valid,action_window_net,used,手部运动幅度过度放大，作为过度动作边界诊断。
