case_id,case_type,expected,query_length,prototype_score,dtw_distance,normalized_distance
self,target_positive_variant,high,28,100.0,0.0,0.0
subsample_even,target_positive_variant,high,14,92.91358647176502,0.006117531763655799,0.007717531763655798
trim_start_20pct,target_positive_variant,high,22,75.90855903001258,0.012788163764136178,0.028942277778792783
trim_end_20pct,target_positive_variant,high,22,87.58950255091924,0.00475021664585386,0.013913448057601729
middle_60pct,target_positive_variant,high,16,76.70076893173578,0.017538381474358693,0.02785213751035058
amplitude_0.85,target_positive_variant,high,28,93.04222817996558,0.0003120546295706715,0.007572256591259677
amplitude_1.15,target_positive_variant,high,28,93.98432789802155,0.000268355810216495,0.00651442492126572
fake_reverse_time,synthetic_fake_action,low,28,49.34824373952276,0.07415814013094515,0.07415814090231532
fake_shuffle_frames,synthetic_fake_action,low,28,30.784628593138937,0.0404198600186242,0.12370624268494831
fake_static_hold,synthetic_fake_action,low,28,15.490458859259634,0.035819320451645625,0.1958193204516456
fake_random_landmarks,synthetic_fake_action,low,28,0.16770148149192937,0.5222276960100446,0.6710276960100445
fake_random_walk,synthetic_fake_action,low,28,0.005338353048939816,0.9109234809875488,1.0329908691238718
other_demo_singing_sparse,other_demo_action,low,2,0.28631085599117073,0.158863970211574,0.6148639702115741
other_demo_jump_sparse,other_demo_action,low,2,0.7475359544077534,0.10289502143859863,0.5140950214385986
